candidate_id,rank,score,reasoning
CAND_0044222,33,0.882365,"Fit summary: AI Engineer at PolicyBazaar is a strong JD match with 7.7 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 96%, depth 96%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current AI Engineer at PolicyBazaar for 49 months shows bm25, elasticsearch, faiss, retrieval, AI Engineer at InMobi for 43 months shows a/b, ranking, shipped with coverage of 11 retrieval/ranking signals, 3 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 98%; skill proof is OpenSearch (expert, 75 months, 34 endorsements), Qdrant (advanced, 26 months, 31 endorsements), Vector Search (advanced, 34 months, 16 endorsements), Weaviate (advanced, 18 months, 22 endorsements); hireability and trust are Vizag, Andhra Pradesh, India; notice 60 days; response rate 0.60; average response time 47h, profile completeness 71%, verified email, verified phone, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0049538,34,0.882266,"Fit summary: Applied ML Engineer at Saarthi.ai is a strong JD match with 5.8 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 98%, depth 100%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Applied ML Engineer at Saarthi.ai for 40 months shows learning-to-rank, ranking, relevance labeling, search, Recommendation Systems Engineer at PolicyBazaar for 19 months shows monitoring, production, recommendation with coverage of 10 retrieval/ranking signals, 1 evaluation signal, 2 production signals, semantic score 100%, JD coverage score 99%; skill proof is OpenSearch (expert, 64 months, 24 endorsements), Milvus (expert, 91 months, 55 endorsements), Elasticsearch (expert, 92 months, 56 endorsements), Embeddings (advanced, 35 months, 6 endorsements); hireability and trust are Jaipur, Rajasthan, India; notice 30 days; response rate 0.72; average response time 27h, profile completeness 53%, verified email, verified phone, LinkedIn connected; risk check is no major penalty signal surfaced."
CAND_0078492,35,0.881996,"Fit summary: Recommendation Systems Engineer at Verloop.io is a strong JD match with 5.1 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 94%, depth 96%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Recommendation Systems Engineer at Verloop.io for 12 months shows learning-to-rank, ranking, recommendation, relevance labeling, Senior Data Scientist at Adobe for 49 months shows learning-to-rank, ranking, relevance labeling, search with coverage of 8 retrieval/ranking signals, 1 evaluation signal, 1 production signal, semantic score 100%, JD coverage score 98%; skill proof is FAISS (expert, 66 months, 55 endorsements), Qdrant (expert, 66 months, 43 endorsements), Elasticsearch (expert, 51 months, 24 endorsements), Recommendation Systems (advanced, 40 months, 28 endorsements); hireability and trust are Kochi, Kerala, India; notice 30 days; response rate 0.70; average response time 70h, profile completeness 58%, verified email, verified phone, open to work; risk check is no major penalty signal surfaced."
CAND_0075574,36,0.881619,"Fit summary: Machine Learning Engineer at Haptik is a strong JD match with 5.7 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 96%, depth 96%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Machine Learning Engineer at Haptik for 24 months shows learning-to-rank, ranking, relevance labeling, search, NLP Engineer at Genpact AI for 8 months shows embedding, embeddings, evaluation framework, pinecone with coverage of 12 retrieval/ranking signals, 3 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 98%; skill proof is Weaviate (expert, 82 months, 51 endorsements), OpenSearch (expert, 94 months, 17 endorsements), Qdrant (expert, 42 months, 29 endorsements), Elasticsearch (expert, 94 months, 3 endorsements); hireability and trust are Bangalore, Karnataka, India; notice 60 days; response rate 0.58; average response time 45h, profile completeness 51%, verified email, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0058688,37,0.881343,"Fit summary: AI Engineer at Vedantu is a strong JD match with 6.7 years in the JD's 5-9 year seniority band; component evidence is technical 93%, career 100%, depth 100%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is Recommendation Systems Engineer at Apple for 43 months shows a/b, embedding, embeddings, ranking, current AI Engineer at Vedantu for 37 months shows monitoring, production with coverage of 7 retrieval/ranking signals, 1 evaluation signal, 3 production signals, semantic score 100%, JD coverage score 98%; skill proof is Information Retrieval (expert, 51 months, 17 endorsements), Embeddings (expert, 69 months, 14 endorsements), Milvus (expert, 86 months, 12 endorsements), Semantic Search (expert, 39 months, 3 endorsements); hireability and trust are Berlin, Germany; notice 15 days; response rate 0.74; average response time 8h, profile completeness 68%, verified email, verified phone, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0095528,38,0.881296,"Fit summary: Senior Data Scientist at Netflix is a strong JD match with 5.3 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 100%, depth 100%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Senior Data Scientist at Netflix for 33 months shows a/b, embedding, embeddings, ranking, Recommendation Systems Engineer at Adobe for 30 months shows monitoring, production, recommendation with coverage of 9 retrieval/ranking signals, 3 evaluation signals, 3 production signals, semantic score 100%, JD coverage score 99%; skill proof is Qdrant (expert, 50 months, 19 endorsements), Elasticsearch (expert, 66 months, 49 endorsements), Semantic Search (expert, 64 months, 26 endorsements), Vector Search (expert, 54 months, 11 endorsements); hireability and trust are Indore, Madhya Pradesh, India; notice 45 days; response rate 0.55; average response time 53h, profile completeness 78%, verified email, verified phone, open to work; risk check is no major penalty signal surfaced."
CAND_0014440,39,0.881247,"Fit summary: Recommendation Systems Engineer at CRED is a strong JD match with 6.4 years in the JD's 5-9 year seniority band; component evidence is technical 92%, career 100%, depth 100%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Recommendation Systems Engineer at CRED for 31 months shows learning-to-rank, ranking, recommendation, relevance labeling, NLP Engineer at Freshworks for 31 months shows learning-to-rank, ranking, relevance labeling, search with coverage of 10 retrieval/ranking signals, 2 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 98%; skill proof is FAISS (expert, 38 months, 52 endorsements), Milvus (expert, 79 months, 2 endorsements), Qdrant (expert, 49 months, 10 endorsements), Elasticsearch (advanced, 28 months, 18 endorsements); hireability and trust are Chennai, Tamil Nadu, India; notice 60 days; response rate 0.64; average response time 15h, profile completeness 69%, verified email, verified phone, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0015578,40,0.880691,"Fit summary: AI Engineer at Zoho is a strong JD match with 5.4 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 94%, depth 96%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current AI Engineer at Zoho for 42 months shows embedding, embeddings, evaluation framework, pinecone, Search Engineer at Glance for 22 months shows embedding, embeddings, evaluation framework, pinecone with coverage of 8 retrieval/ranking signals, 1 evaluation signal, 1 production signal, semantic score 100%, JD coverage score 98%; skill proof is Embeddings (expert, 94 months, 39 endorsements), FAISS (expert, 92 months, 56 endorsements), Pinecone (expert, 90 months, 54 endorsements), NLP (expert, 62 months, 19 endorsements); hireability and trust are Delhi, Delhi, India; notice 90 days; response rate 0.65; average response time 76h, profile completeness 88%, verified email, verified phone, LinkedIn connected, open to work; risk check is notice period is 90 days."
CAND_0042029,41,0.880169,"Fit summary: Senior Data Scientist at Flipkart is a strong JD match with 6.5 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 96%, depth 96%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Senior Data Scientist at Flipkart for 36 months shows a/b, ranking, shipped, Machine Learning Engineer at Observe.AI for 42 months shows embedding, embeddings, evaluation framework, pinecone with coverage of 11 retrieval/ranking signals, 4 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 98%; skill proof is Embeddings (expert, 54 months, 26 endorsements), OpenSearch (expert, 96 months, 8 endorsements), NLP (expert, 88 months, 41 endorsements), Elasticsearch (advanced, 54 months, 37 endorsements); hireability and trust are Delhi, Delhi, India; notice 45 days; response rate 0.67; average response time 21h, profile completeness 53%, verified email, verified phone, LinkedIn connected; risk check is no major penalty signal surfaced."
CAND_0064904,42,0.879516,"Fit summary: AI Engineer at LinkedIn is a strong JD match with 4.9 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 100%, depth 100%, title 100%, seniority 82%, hybrid precompute 97%; JD evidence is Applied ML Engineer at Freshworks for 31 months shows a/b, embedding, embeddings, ranking, current AI Engineer at LinkedIn for 27 months shows monitoring, production with coverage of 9 retrieval/ranking signals, 1 evaluation signal, 3 production signals, semantic score 100%, JD coverage score 98%; skill proof is Embeddings (expert, 74 months, 58 endorsements), Elasticsearch (expert, 71 months, 20 endorsements), Python (expert, 52 months, 47 endorsements), Recommendation Systems (advanced, 39 months, 26 endorsements); hireability and trust are Hyderabad, Telangana, India; notice 90 days; response rate 0.78; average response time 41h, profile completeness 70%, verified email, verified phone, open to work; risk check is notice period is 90 days."
CAND_0005649,43,0.879289,"Fit summary: Senior Data Scientist at Sarvam AI is a strong JD match with 7.4 years in the JD's 5-9 year seniority band; component evidence is technical 97%, career 98%, depth 100%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Senior Data Scientist at Sarvam AI for 18 months shows bm25, elasticsearch, faiss, retrieval, Recommendation Systems Engineer at Aganitha for 12 months shows embedding, embeddings, evaluation framework, pinecone with coverage of 11 retrieval/ranking signals, 2 evaluation signals, 3 production signals, semantic score 100%, JD coverage score 98%; skill proof is Information Retrieval (expert, 46 months, 60 endorsements), Recommendation Systems (expert, 89 months, 24 endorsements), Weaviate (expert, 74 months, 20 endorsements), Semantic Search (expert, 51 months, 20 endorsements); hireability and trust are Delhi, Delhi, India; notice 90 days; response rate 0.57; average response time 59h, profile completeness 58%, verified email, verified phone, open to work; risk check is notice period is 90 days."
CAND_0077285,44,0.878542,"Fit summary: Recommendation Systems Engineer at Nykaa is a strong JD match with 5.5 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 98%, depth 100%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Recommendation Systems Engineer at Nykaa for 42 months shows a/b, ranking, recommendation, shipped, AI Engineer at upGrad for 8 months shows embedding, embeddings, evaluation framework, pinecone with coverage of 8 retrieval/ranking signals, 2 evaluation signals, 3 production signals, semantic score 100%, JD coverage score 98%; skill proof is Information Retrieval (expert, 58 months, 59 endorsements), Embeddings (expert, 46 months, 44 endorsements), Pinecone (advanced, 51 months, 32 endorsements), Milvus (advanced, 57 months, 43 endorsements); hireability and trust are Ahmedabad, Gujarat, India; notice 60 days; response rate 0.56; average response time 16h, profile completeness 71%, verified email, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0061257,45,0.878109,"Fit summary: Staff Machine Learning Engineer at LinkedIn is a strong JD match with 8.0 years in the JD's 5-9 year seniority band; component evidence is technical 78%, career 96%, depth 96%, title 100%, seniority 100%, hybrid precompute 96%; JD evidence is current Staff Machine Learning Engineer at LinkedIn for 43 months shows evaluation framework, production, ranking, users, Senior Applied Scientist at Yellow.ai for 52 months shows ranking, search, users with coverage of 3 retrieval/ranking signals, 1 evaluation signal, 3 production signals, semantic score 100%, JD coverage score 94%; skill proof is Information Retrieval Systems (advanced, 58 months, 32 endorsements), Python (expert, 72 months, 38 endorsements), Search Infrastructure (expert, 83 months, 37 endorsements), Search Backend (advanced, 23 months, 10 endorsements); hireability and trust are Noida, Uttar Pradesh, India; notice 30 days; response rate 0.87; average response time 50h, profile completeness 93%, verified email, verified phone, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0074225,46,0.877304,"Fit summary: Machine Learning Engineer at Unacademy is a strong JD match with 4.3 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 96%, depth 96%, title 100%, seniority 82%, hybrid precompute 97%; JD evidence is current Machine Learning Engineer at Unacademy for 26 months shows a/b, ranking, shipped, Machine Learning Engineer at Mad Street Den for 25 months shows embedding, embeddings, evaluation framework, pinecone with coverage of 10 retrieval/ranking signals, 2 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 97%; skill proof is Elasticsearch (expert, 37 months, 42 endorsements), Milvus (expert, 94 months, 46 endorsements), Python (expert, 71 months, 56 endorsements), Vector Search (expert, 90 months, 45 endorsements); hireability and trust are Vizag, Andhra Pradesh, India; notice 120 days; response rate 0.91; average response time 34h, profile completeness 74%, verified email, verified phone, LinkedIn connected, open to work; risk check is notice period is high at 120 days."
CAND_0039383,47,0.877297,"Fit summary: Applied ML Engineer at Meesho is a strong JD match with 7.1 years in the JD's 5-9 year seniority band; component evidence is technical 97%, career 96%, depth 96%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Applied ML Engineer at Meesho for 34 months shows a/b, ranking, shipped, Machine Learning Engineer at Swiggy for 13 months shows bm25, elasticsearch, faiss, retrieval with coverage of 7 retrieval/ranking signals, 1 evaluation signal, 2 production signals, semantic score 100%, JD coverage score 97%; skill proof is FAISS (expert, 67 months, 38 endorsements), Elasticsearch (expert, 48 months, 37 endorsements), Vector Search (expert, 53 months, 15 endorsements), Recommendation Systems (advanced, 24 months, 47 endorsements); hireability and trust are Gurgaon, Haryana, India; notice 90 days; response rate 0.61; average response time 68h, profile completeness 89%, verified email, verified phone, open to work; risk check is notice period is 90 days."
CAND_0024620,48,0.874565,"Fit summary: AI Engineer at PharmEasy is a strong JD match with 5.9 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 100%, depth 100%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current AI Engineer at PharmEasy for 14 months shows learning-to-rank, ranking, relevance labeling, search, Recommendation Systems Engineer at Saarthi.ai for 32 months shows monitoring, production, recommendation with coverage of 8 retrieval/ranking signals, 3 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 99%; skill proof is Information Retrieval (expert, 40 months, 34 endorsements), Python (expert, 53 months, 57 endorsements), Elasticsearch (expert, 42 months, 41 endorsements), BM25 (expert, 90 months, 32 endorsements); hireability and trust are New York, USA; notice 45 days; response rate 0.41; average response time 12h, profile completeness 64%, verified email, verified phone, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0007412,49,0.874432,"Fit summary: Applied ML Engineer at Zoho is a strong JD match with 7.4 years in the JD's 5-9 year seniority band; component evidence is technical 89%, career 94%, depth 96%, title 100%, seniority 100%, hybrid precompute 96%; JD evidence is current Applied ML Engineer at Zoho for 33 months shows embedding, embeddings, evaluation framework, pinecone, Search Engineer at Swiggy for 14 months shows embedding, embeddings, evaluation framework, pinecone with coverage of 9 retrieval/ranking signals, 3 evaluation signals, 3 production signals, semantic score 100%, JD coverage score 97%; skill proof is Pinecone (expert, 96 months, 21 endorsements), Recommendation Systems (expert, 83 months, 4 endorsements), BM25 (expert, 44 months, 46 endorsements), Milvus (advanced, 60 months, 60 endorsements); hireability and trust are Noida, Uttar Pradesh, India; notice 120 days; response rate 0.76; average response time 24h, profile completeness 81%, verified email, verified phone, LinkedIn connected, open to work; risk check is notice period is high at 120 days."
CAND_0087364,50,0.873398,"Fit summary: Recommendation Systems Engineer at Glance is a strong JD match with 4.9 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 98%, depth 100%, title 100%, seniority 82%, hybrid precompute 97%; JD evidence is current Recommendation Systems Engineer at Glance for 45 months shows monitoring, production, recommendation, Recommendation Systems Engineer at Rephrase.ai for 13 months shows a/b, ranking, recommendation, shipped with coverage of 9 retrieval/ranking signals, 1 evaluation signal, 3 production signals, semantic score 100%, JD coverage score 98%; skill proof is Milvus (expert, 46 months, 33 endorsements), Pinecone (expert, 46 months, 51 endorsements), OpenSearch (expert, 45 months, 24 endorsements), Elasticsearch (expert, 50 months, 12 endorsements); hireability and trust are Gurgaon, Haryana, India; notice 30 days; response rate 0.48; average response time 54h, profile completeness 60%, verified email, verified phone, LinkedIn connected; risk check is no major penalty signal surfaced."
CAND_0037566,51,0.873015,"Fit summary: Machine Learning Engineer at LinkedIn is a strong JD match with 6.9 years in the JD's 5-9 year seniority band; component evidence is technical 89%, career 96%, depth 96%, title 100%, seniority 100%, hybrid precompute 96%; JD evidence is current Machine Learning Engineer at LinkedIn for 51 months shows embedding, embeddings, evaluation framework, pinecone, Machine Learning Engineer at Paytm for 31 months shows embedding, embeddings, evaluation framework, pinecone with coverage of 9 retrieval/ranking signals, 1 evaluation signal, 2 production signals, semantic score 100%, JD coverage score 97%; skill proof is Pinecone (expert, 74 months, 37 endorsements), Elasticsearch (expert, 74 months, 60 endorsements), NLP (advanced, 35 months, 58 endorsements), BM25 (advanced, 19 months, 34 endorsements); hireability and trust are Bangalore, Karnataka, India; notice 15 days; response rate 0.50; average response time 70h, profile completeness 91%, verified email, verified phone, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0061655,52,0.872529,"Fit summary: Machine Learning Engineer at Krutrim is a strong JD match with 4.6 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 94%, depth 96%, title 100%, seniority 82%, hybrid precompute 97%; JD evidence is current Machine Learning Engineer at Krutrim for 43 months shows learning-to-rank, ranking, relevance labeling, search, Recommendation Systems Engineer at Google for 11 months shows a/b, embedding, embeddings, ranking with coverage of 11 retrieval/ranking signals, 4 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 97%; skill proof is Pinecone (expert, 65 months, 46 endorsements), OpenSearch (expert, 36 months, 34 endorsements), Elasticsearch (expert, 42 months, 52 endorsements), NLP (expert, 58 months, 34 endorsements); hireability and trust are Jaipur, Rajasthan, India; notice 15 days; response rate 0.88; average response time 48h, profile completeness 98%, verified email, verified phone, LinkedIn connected; risk check is no major penalty signal surfaced."
CAND_0072660,53,0.872281,"Fit summary: Machine Learning Engineer at Unacademy is a strong JD match with 7.1 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 98%, depth 100%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is NLP Engineer at Adobe for 50 months shows learning-to-rank, ranking, relevance labeling, search, Machine Learning Engineer at Glance for 16 months shows learning-to-rank, ranking, relevance labeling, search with coverage of 8 retrieval/ranking signals, 1 evaluation signal, 2 production signals, semantic score 100%, JD coverage score 99%; skill proof is Information Retrieval (expert, 79 months, 52 endorsements), FAISS (expert, 48 months, 24 endorsements), OpenSearch (expert, 64 months, 8 endorsements), Elasticsearch (expert, 36 months, 5 endorsements); hireability and trust are Berlin, Germany; notice 30 days; response rate 0.53; average response time 49h, profile completeness 76%, verified email, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0066376,54,0.872146,"Fit summary: Applied ML Engineer at Dream11 is a strong JD match with 5.7 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 94%, depth 96%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Applied ML Engineer at Dream11 for 45 months shows a/b, embedding, embeddings, ranking, Senior Data Scientist at Salesforce for 22 months shows bm25, elasticsearch, faiss, retrieval with coverage of 9 retrieval/ranking signals, 3 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 97%; skill proof is Information Retrieval (expert, 50 months, 25 endorsements), FAISS (expert, 84 months, 38 endorsements), NLP (expert, 53 months, 1 endorsements), BM25 (expert, 59 months, 39 endorsements); hireability and trust are Mumbai, Maharashtra, India; notice 90 days; response rate 0.51; average response time 63h, profile completeness 63%, verified phone, LinkedIn connected, open to work; risk check is notice period is 90 days."
CAND_0020877,55,0.870891,"Fit summary: Applied ML Engineer at CRED is a strong JD match with 5.1 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 94%, depth 96%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Applied ML Engineer at CRED for 38 months shows bm25, elasticsearch, faiss, retrieval, Senior Data Scientist at BYJU'S for 22 months shows embedding, embeddings, evaluation framework, pinecone with coverage of 13 retrieval/ranking signals, 3 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 97%; skill proof is Information Retrieval (expert, 84 months, 53 endorsements), Elasticsearch (expert, 69 months, 30 endorsements), Weaviate (expert, 76 months, 3 endorsements), Milvus (expert, 72 months, 19 endorsements); hireability and trust are Gurgaon, Haryana, India; notice 60 days; response rate 0.66; average response time 67h, profile completeness 65%, verified email, verified phone, LinkedIn connected; risk check is no major penalty signal surfaced."
CAND_0068351,56,0.870239,"Fit summary: Lead AI Engineer at Sarvam AI is a strong JD match with 6.4 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 96%, depth 96%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is current Lead AI Engineer at Sarvam AI for 25 months shows ranking, search, users, Senior Machine Learning Engineer at Microsoft for 6 months shows evaluation framework, production, ranking, users with coverage of 6 retrieval/ranking signals, 1 evaluation signal, 3 production signals, semantic score 100%, JD coverage score 97%; skill proof is Information Retrieval Systems (advanced, 39 months, 33 endorsements), Qdrant (expert, 78 months, 47 endorsements), Elasticsearch (expert, 44 months, 39 endorsements), Python (expert, 67 months, 11 endorsements); hireability and trust are Delhi, Delhi, India; notice 0 days; response rate 0.86; average response time 39h, profile completeness 94%, verified email, LinkedIn connected; risk check is no major penalty signal surfaced."
CAND_0079284,57,0.869687,"Fit summary: Machine Learning Engineer at Google is a strong JD match with 4.9 years in the JD's 5-9 year seniority band; component evidence is technical 96%, career 94%, depth 96%, title 100%, seniority 82%, hybrid precompute 96%; JD evidence is Machine Learning Engineer at Swiggy for 22 months shows a/b, embedding, embeddings, ranking, current Machine Learning Engineer at Google for 36 months shows a/b, ranking, shipped with coverage of 8 retrieval/ranking signals, 1 evaluation signal, 3 production signals, semantic score 100%, JD coverage score 97%; skill proof is Recommendation Systems (expert, 48 months, 47 endorsements), Qdrant (expert, 59 months, 11 endorsements), Elasticsearch (expert, 95 months, 46 endorsements), NLP (expert, 50 months, 40 endorsements); hireability and trust are Hyderabad, Telangana, India; notice 30 days; response rate 0.79; average response time 59h, profile completeness 86%, verified email, verified phone, LinkedIn connected; risk check is no major penalty signal surfaced."
CAND_0081852,58,0.869650,"Fit summary: Senior Data Scientist at Mad Street Den is a strong JD match with 5.9 years in the JD's 5-9 year seniority band; component evidence is technical 86%, career 98%, depth 100%, title 100%, seniority 100%, hybrid precompute 96%; JD evidence is current Senior Data Scientist at Mad Street Den for 51 months shows embedding, embeddings, evaluation framework, pinecone, AI Engineer at Nykaa for 19 months shows monitoring, production with coverage of 8 retrieval/ranking signals, 3 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 97%; skill proof is Milvus (expert, 57 months, 23 endorsements), Semantic Search (expert, 42 months, 8 endorsements), Vector Search (expert, 61 months, 29 endorsements), Weaviate (advanced, 43 months, 48 endorsements); hireability and trust are Delhi, Delhi, India; notice 45 days; response rate 0.44; average response time 52h, profile completeness 96%, verified email, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0044855,59,0.869609,"Fit summary: Senior Data Scientist at Flipkart is a strong JD match with 6.6 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 96%, depth 96%, title 100%, seniority 100%, hybrid precompute 97%; JD evidence is Recommendation Systems Engineer at LinkedIn for 22 months shows a/b, embedding, embeddings, ranking, current Senior Data Scientist at Flipkart for 31 months shows embedding, embeddings, evaluation framework, pinecone with coverage of 12 retrieval/ranking signals, 2 evaluation signals, 3 production signals, semantic score 100%, JD coverage score 98%; skill proof is Information Retrieval (expert, 91 months, 3 endorsements), Embeddings (expert, 76 months, 49 endorsements), OpenSearch (expert, 81 months, 12 endorsements), Pinecone (expert, 44 months, 41 endorsements); hireability and trust are Coimbatore, Tamil Nadu, India; notice 60 days; response rate 0.57; average response time 4h, profile completeness 94%, verified email, verified phone; risk check is no major penalty signal surfaced."
CAND_0051004,60,0.869436,"Fit summary: Senior Data Scientist at CRED is a strong JD match with 4.7 years in the JD's 5-9 year seniority band; component evidence is technical 89%, career 96%, depth 96%, title 100%, seniority 82%, hybrid precompute 96%; JD evidence is current Senior Data Scientist at CRED for 24 months shows embedding, embeddings, evaluation framework, pinecone, NLP Engineer at Niramai for 32 months shows embedding, embeddings, evaluation framework, pinecone with coverage of 7 retrieval/ranking signals, 1 evaluation signal, 1 production signal, semantic score 100%, JD coverage score 96%; skill proof is Qdrant (expert, 48 months, 24 endorsements), Embeddings (advanced, 57 months, 7 endorsements), Vector Search (expert, 95 months, 1 endorsements), Semantic Search (advanced, 50 months, 36 endorsements); hireability and trust are Delhi, Delhi, India; notice 15 days; response rate 0.41; average response time 8h, profile completeness 57%, verified email, verified phone, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0008239,61,0.868681,"Fit summary: AI Engineer at Apple is a strong JD match with 4.0 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 94%, depth 96%, title 100%, seniority 82%, hybrid precompute 96%; JD evidence is current AI Engineer at Apple for 48 months shows learning-to-rank, ranking, relevance labeling, search with coverage of 8 retrieval/ranking signals, 1 evaluation signal, 1 production signal, semantic score 100%, JD coverage score 97%; skill proof is FAISS (expert, 44 months, 25 endorsements), Milvus (expert, 72 months, 54 endorsements), Vector Search (expert, 61 months, 32 endorsements), Elasticsearch (advanced, 39 months, 59 endorsements); hireability and trust are Jaipur, Rajasthan, India; notice 15 days; response rate 0.73; average response time 51h, profile completeness 96%, verified email, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0009024,62,0.867548,"Fit summary: Search Engineer at Google is a strong JD match with 5.2 years in the JD's 5-9 year seniority band; component evidence is technical 95%, career 96%, depth 96%, title 100%, seniority 100%, hybrid precompute 96%; JD evidence is current Search Engineer at Google for 33 months shows a/b, embedding, embeddings, ranking, Applied ML Engineer at Aganitha for 28 months shows a/b, embedding, embeddings, ranking with coverage of 9 retrieval/ranking signals, 3 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 97%; skill proof is Recommendation Systems (expert, 82 months, 33 endorsements), OpenSearch (expert, 90 months, 58 endorsements), FAISS (advanced, 32 months, 18 endorsements), Qdrant (advanced, 31 months, 48 endorsements); hireability and trust are Chennai, Tamil Nadu, India; notice 30 days; response rate 0.46; average response time 18h, profile completeness 63%, verified email, verified phone, LinkedIn connected, open to work; risk check is no major penalty signal surfaced."
CAND_0060054,63,0.865364,"Fit summary: AI Engineer at Mad Street Den is a strong JD match with 6.4 years in the JD's 5-9 year seniority band; component evidence is technical 94%, career 96%, depth 96%, title 100%, seniority 100%, hybrid precompute 96%; JD evidence is current AI Engineer at Mad Street Den for 31 months shows bm25, elasticsearch, faiss, retrieval, Recommendation Systems Engineer at Zomato for 24 months shows a/b, embedding, embeddings, ranking with coverage of 10 retrieval/ranking signals, 3 evaluation signals, 3 production signals, semantic score 100%, JD coverage score 97%; skill proof is Elasticsearch (expert, 53 months, 17 endorsements), Recommendation Systems (expert, 87 months, 39 endorsements), FAISS (advanced, 59 months, 37 endorsements), Semantic Search (expert, 70 months, 19 endorsements); hireability and trust are Jaipur, Rajasthan, India; notice 15 days; response rate 0.86; average response time 66h, profile completeness 67%, verified email, verified phone, LinkedIn connected; risk check is no major penalty signal surfaced."
CAND_0007460,64,0.865239,"Fit summary: AI Engineer at Salesforce is a strong JD match with 4.7 years in the JD's 5-9 year seniority band; component evidence is technical 100%, career 94%, depth 96%, title 100%, seniority 82%, hybrid precompute 96%; JD evidence is current AI Engineer at Salesforce for 56 months shows learning-to-rank, ranking, relevance labeling, search with coverage of 8 retrieval/ranking signals, 2 evaluation signals, 2 production signals, semantic score 100%, JD coverage score 97%; skill proof is Information Retrieval (advanced, 32 months, 21 endorsements), Weaviate (expert, 72 months, 45 endorsements), Semantic Search (expert, 38 months, 58 endorsements), NLP (expert, 37 months, 46 endorsements); hireability and trust are Pune, Maharashtra, India; notice 120 days; response rate 0.48; average response time 31h, profile completeness 98%, verified phone, LinkedIn connected, open to work; risk check is notice period is high at 120 days."
